"year","exp_level","emp_type","salary","comp_loc","comp_size"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"EX","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"AU","M"
2024,"MI","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"CA","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"MI","FT",190000,"US","M"
2024,"MI","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"EX","FT",190000,"US","M"
2024,"SE","FT",190000,"US","M"
2024,"MI","FT",190000,"US","M"
2024,"MI","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"MI","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"MI","FT",190000,"CA","M"
2023,"MI","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"EX","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"EX","FT",190000,"US","M"
2023,"SE","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"MI","FT",190000,"US","L"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"SE","FT",190000,"CA","M"
2023,"MI","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","L"
2023,"SE","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"EN","FT",190000,"US","M"
2023,"SE","FT",190000,"CA","M"
2023,"SE","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"MI","FT",190000,"US","M"
2023,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","L"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2022,"SE","FT",190000,"US","M"
2020,"SE","FT",190000,"US","S"
2023,"SE","FT",189750,"US","M"
2023,"SE","FT",189750,"US","M"
2023,"SE","FT",189750,"CA","M"
2023,"SE","FT",189750,"US","M"
2023,"MI","FT",189750,"US","M"
2023,"SE","FT",189750,"US","M"
2022,"EN","FT",189750,"US","M"
2022,"SE","FT",189650,"US","M"
2022,"SE","FT",189650,"US","M"
2022,"SE","FT",189650,"US","M"
2022,"SE","FT",189500,"US","L"
2024,"SE","FT",189400,"US","M"
2023,"SE","FT",189400,"GB","M"
2024,"SE","FT",189360,"US","M"
2023,"SE","FT",189360,"US","M"
2023,"SE","FT",189110,"US","M"
2023,"SE","FT",189110,"US","M"
2023,"SE","FT",189110,"US","M"
2024,"SE","FT",189100,"US","M"
2023,"SE","FT",189100,"US","M"
2024,"MI","FT",189000,"US","M"
2024,"MI","FT",189000,"US","M"
2024,"SE","FT",189000,"US","M"
2024,"SE","FT",189000,"US","M"
2024,"SE","FT",189000,"US","M"
2023,"SE","FT",189000,"US","M"
2023,"MI","FT",189000,"US","M"
2023,"SE","FT",189000,"US","M"
2023,"SE","FT",189000,"US","M"
2023,"SE","FT",204060,"DE","M"
2023,"SE","FT",189000,"US","M"
2023,"SE","FT",188800,"US","M"
2023,"SE","FT",188800,"US","M"
2023,"SE","FT",188800,"US","M"
2023,"SE","FT",188800,"US","M"
2023,"SE","FT",188700,"US","M"
2022,"SE","FT",188700,"US","M"
2023,"SE","FT",188600,"US","M"
2023,"SE","FT",188600,"US","M"
2024,"SE","FT",188500,"US","M"
2024,"MI","FT",188500,"US","M"
2024,"SE","FT",188500,"US","M"
2024,"MI","FT",188500,"US","M"
2024,"SE","FT",188500,"US","M"
2024,"MI","FT",188500,"US","M"
2023,"SE","FT",188500,"US","M"
2023,"SE","FT",188500,"US","M"
2023,"SE","FT",188200,"US","M"
2023,"SE","FT",188200,"US","M"
2022,"SE","FT",188100,"US","M"
2024,"SE","FT",188000,"US","M"
2024,"SE","FT",188000,"US","M"
2024,"SE","FT",188000,"US","M"
2024,"SE","FT",188000,"US","M"
2023,"SE","FT",188000,"US","M"
2023,"SE","FT",188000,"US","M"
2023,"SE","FT",188000,"US","M"
2023,"EX","FT",188000,"US","M"
2020,"SE","FT",188000,"US","L"
2024,"SE","FT",187770,"US","M"
2024,"EN","FT",187500,"US","M"
2024,"SE","FT",187500,"US","M"
2023,"MI","FT",187500,"US","M"
2023,"SE","FT",187500,"US","M"
2023,"SE","FT",187415,"US","M"
2023,"SE","FT",187415,"US","M"
2023,"SE","FT",187415,"US","M"
2023,"SE","FT",187415,"US","M"
2024,"SE","FT",187370,"US","M"
2023,"SE","FT",187259,"US","M"
2023,"SE","FT",187259,"US","M"
2024,"MI","FT",187200,"CA","M"
2023,"SE","FT",187200,"US","M"
2022,"SE","FT",187200,"CA","M"
2022,"EX","FT",187200,"US","M"
2024,"SE","FT",187165,"CA","M"
2024,"SE","FT",187158,"US","M"
2023,"SE","FT",187100,"US","M"
2024,"SE","FT",187000,"FR","M"
2024,"MI","FT",187000,"US","M"
2024,"MI","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"MI","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2024,"SE","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2023,"MI","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2023,"EN","FT",187000,"US","M"
2023,"EN","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2023,"SE","FT",187000,"US","M"
2022,"MI","FT",187000,"US","M"
2024,"MI","FT",186846,"US","M"
2024,"MI","FT",186846,"US","M"
2023,"SE","FT",186846,"US","M"
2024,"SE","FT",186754,"US","M"
2023,"SE","FT",186754,"US","M"
2023,"SE","FT",186700,"US","M"
2023,"SE","FT",186600,"US","M"
2023,"SE","FT",186600,"US","M"
2023,"SE","FT",186600,"US","M"
2023,"MI","FT",186600,"US","M"
2023,"SE","FT",186300,"US","M"
2023,"SE","FT",186300,"US","M"
2023,"SE","FT",186200,"US","M"
2023,"SE","FT",186030,"US","M"
2024,"SE","FT",186000,"US","M"
2024,"SE","FT",186000,"US","M"
2023,"MI","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"MI","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"MI","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2023,"SE","FT",186000,"US","M"
2022,"SE","FT",186000,"US","M"
2022,"SE","FT",186000,"US","M"
2022,"SE","FT",186000,"US","M"
2024,"SE","FT",185900,"US","M"
2024,"SE","FT",185900,"US","M"
2024,"SE","FT",185900,"US","M"
2024,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"MI","FT",185900,"US","M"
2023,"MI","FT",185900,"US","M"
2023,"MI","FT",185900,"US","M"
2023,"MI","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2023,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2022,"SE","FT",185900,"US","M"
2024,"MI","FT",185800,"US","M"
2024,"SE","FT",185800,"US","M"
2024,"SE","FT",185800,"US","M"
2024,"EN","FT",185800,"US","M"
2024,"MI","FT",185800,"US","M"
2022,"SE","FT",185800,"CA","M"
2023,"MI","FT",185700,"US","M"
2024,"SE","FT",185500,"US","M"
2024,"SE","FT",185490,"US","M"
2024,"SE","FT",185400,"US","M"
2024,"SE","FT",185400,"US","M"
2023,"SE","FT",185400,"US","M"
2022,"SE","FT",185400,"US","M"
2023,"SE","FT",185100,"US","M"
2023,"SE","FT",185100,"US","M"
2023,"SE","FT",185100,"US","M"
2022,"SE","FT",185100,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"MI","FT",185000,"US","L"
2024,"MI","FT",185000,"US","L"
2024,"SE","FT",185000,"US","L"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","L"
2024,"MI","FT",185000,"US","L"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","L"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"MI","FT",185000,"US","L"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","M"
2024,"SE","FT",185000,"US","L"
2024,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"CA","M"
2023,"MI","FT",185000,"US","M"
2023,"MI","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"EX","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"EX","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2021,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"EX","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","L"
2023,"SE","FT",185000,"US","L"
2023,"EX","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"EX","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"MI","FT",185000,"US","M"
2023,"MI","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"GB","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2023,"SE","FT",185000,"US","M"
2022,"SE","FT",185000,"US","M"
2022,"SE","FT",185000,"MX","M"
2022,"SE","FT",185000,"US","M"
2022,"SE","FT",185000,"US","M"
2022,"SE","FT",185000,"US","M"
2022,"SE","FT",185000,"US","M"
2021,"SE","FT",185000,"US","L"
2021,"SE","FT",185000,"US","L"
2023,"SE","FT",184950,"US","M"
2023,"SE","FT",184950,"US","M"
2024,"SE","FT",184900,"US","M"
2024,"SE","FT",184800,"CA","M"
2024,"MI","FT",184800,"US","M"
2024,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2023,"SE","FT",184800,"US","M"
2024,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2023,"SE","FT",184700,"US","M"
2022,"SE","FT",184700,"US","M"
2024,"SE","FT",184662,"US","M"
2023,"SE","FT",184600,"US","M"
2023,"SE","FT",184590,"US","M"
2023,"SE","FT",184250,"US","M"
2023,"SE","FT",184184,"US","M"
2024,"EN","FT",184180,"US","M"
2022,"SE","FT",184100,"US","M"
2022,"SE","FT",184100,"US","M"
2024,"SE","FT",184000,"US","M"
2024,"SE","FT",184000,"US","M"
2024,"SE","FT",184000,"US","M"
2024,"MI","FT",184000,"US","M"
2024,"MI","FT",184000,"US","M"
2024,"SE","FT",184000,"US","M"
2024,"MI","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"MI","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"MI","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2023,"SE","FT",184000,"US","M"
2022,"SE","FT",184000,"US","M"
2022,"SE","FT",184000,"US","M"
2022,"SE","FT",184000,"US","M"
2022,"SE","FT",184000,"US","M"
2023,"SE","FT",183924,"US","M"
2023,"SE","FT",183900,"US","M"
2023,"SE","FT",183750,"US","M"
2023,"SE","FT",183600,"US","M"
2022,"SE","FT",183600,"CA","M"
2022,"SE","FT",183600,"US","L"
2023,"SE","FT",183540,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183500,"US","M"
2023,"SE","FT",183414,"US","M"
2023,"SE","FT",183414,"US","M"
2024,"EX","FT",183400,"US","M"
2024,"EX","FT",183400,"US","M"
2023,"MI","FT",183310,"US","M"
2023,"MI","FT",183310,"US","M"
2023,"MI","FT",183310,"US","M"
2023,"MI","FT",183310,"US","M"
2023,"SE","FT",183284,"US","M"
2023,"MI","FT",183200,"US","M"
2024,"SE","FT",183000,"US","M"
2024,"SE","FT",183000,"US","M"
2024,"SE","FT",183000,"US","M"
2023,"SE","FT",183000,"US","M"
2023,"MI","FT",183000,"CA","M"
2023,"SE","FT",183000,"US","M"
2023,"SE","FT",183000,"CA","M"
2023,"SE","FT",183000,"US","M"
2023,"SE","FT",183000,"US","M"
2023,"SE","FT",183000,"US","M"
2022,"SE","FT",183000,"US","M"
2022,"SE","FT",183000,"US","L"
2023,"SE","FT",182850,"US","M"
2023,"SE","FT",182850,"US","M"
2023,"SE","FT",182750,"US","M"
2023,"SE","FT",182750,"US","M"
2023,"SE","FT",182750,"US","M"
2022,"SE","FT",182750,"US","M"
2024,"SE","FT",182600,"US","M"
2023,"SE","FT",182500,"US","M"
2023,"SE","FT",182500,"US","M"
2023,"SE","FT",182500,"US","M"
2023,"MI","FT",182500,"US","M"
2022,"SE","FT",182500,"US","M"
2023,"SE","FT",182250,"US","M"
2023,"SE","FT",182200,"US","M"
2023,"SE","FT",182200,"US","M"
2023,"SE","FT",182200,"US","M"
2023,"SE","FT",182200,"US","M"
2023,"SE","FT",182200,"US","M"
2022,"EX","FT",182160,"US","M"
2024,"SE","FT",182000,"US","M"
2024,"SE","FT",182000,"US","M"
2024,"SE","FT",182000,"US","M"
2024,"EX","FT",182000,"US","M"
2023,"SE","FT",182000,"US","M"
2023,"SE","FT",182000,"US","M"
2023,"SE","FT",182000,"US","M"
2023,"SE","FT",182000,"US","M"
2023,"SE","FT",182000,"US","M"
2022,"SE","FT",182000,"US","M"
2022,"SE","FT",181940,"US","M"
2024,"EX","FT",181900,"US","M"
2023,"MI","FT",181700,"US","M"
2024,"EN","FT",181610,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"SE","FT",181500,"US","M"
2023,"MI","FT",181500,"US","M"
2024,"MI","FT",181280,"US","M"
2024,"SE","FT",181100,"US","M"
2024,"SE","FT",181000,"US","M"
2024,"SE","FT",181000,"US","M"
2023,"SE","FT",181000,"CA","M"
2023,"SE","FT",181000,"CA","M"
2023,"SE","FT",181000,"CA","M"
2023,"SE","FT",181000,"US","M"
2024,"SE","FT",180700,"US","M"
2024,"EN","FT",180700,"US","M"
2023,"SE","FT",180560,"US","M"
2023,"SE","FT",180514,"GB","M"
2023,"SE","FT",180514,"US","M"
2023,"SE","FT",180514,"GB","M"
2023,"SE","FT",180514,"US","M"
2023,"SE","FT",180514,"GB","M"
2023,"SE","FT",180514,"GB","M"
2023,"SE","FT",180514,"GB","M"
2023,"SE","FT",180514,"GB","M"
2024,"SE","FT",180500,"US","M"
2024,"SE","FT",180500,"US","M"
2023,"SE","FT",180500,"US","M"
2023,"SE","FT",180500,"US","M"
2023,"EX","FT",180500,"US","M"
2024,"SE","FT",180400,"US","M"
2023,"SE","FT",180400,"US","M"
2023,"SE","FT",180400,"US","M"
2023,"SE","FT",180400,"US","M"
2023,"SE","FT",180400,"US","M"
2023,"SE","FT",180300,"US","M"
2023,"SE","FT",180300,"US","M"
2023,"SE","FT",180250,"US","M"
2023,"SE","FT",180240,"US","M"
2023,"SE","FT",180200,"US","M"
2023,"SE","FT",180180,"US","M"
2023,"SE","FT",180180,"US","M"
2023,"SE","FT",180180,"US","M"
2023,"SE","FT",180180,"US","M"
2023,"SE","FT",180180,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"EX","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"CA","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"EX","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"CA","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"EX","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"CA","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"MI","FT",180000,"US","M"
2024,"EX","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2024,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"MI","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"MI","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"MI","FT",180000,"US","M"
2023,"MI","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"MI","FT",180000,"US","M"
2023,"EX","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
2023,"SE","FT",180000,"US","M"
